,Country,City,AccentCity,Region,Population,Latitude,Longitude
882592,es,terrassa,Terrassa,56,187770,41.561111,2.008056
882607,es,teruel,Teruel,52,32210,40.345073,-1.104106
882629,es,tias,Tías,53,13957,28.961076,-13.645021
882666,es,tineo,Tineo,34,12416,43.337651,-6.414516
882746,es,toledo,Toledo,54,75054,39.867263,-4.02981
882761,es,tolosa,Tolosa,59,17830,43.137037,-2.075728
882765,es,tomares,Tomares,51,18796,37.372807,-6.04589
882770,es,tomelloso,Tomelloso,54,31320,39.158516,-3.020826
882773,es,tomino,Tomiño,58,11598,41.987722,-8.755018
882824,es,torello,Torelló,56,13275,42.048215,2.263955
882869,es,toro,Toro,55,9041,41.524175,-5.395335
882967,es,torre del campo,Torre del Campo,51,13235,37.772009,-3.897411
882995,es,torredonjimeno,Torredonjimeno,51,13701,37.767478,-3.957762
883016,es,torrejon de ardoz,Torrejón de Ardoz,29,111998,40.455354,-3.469734
883030,es,torrelavega,Torrelavega,39,56856,43.349435,-4.047852
883040,es,torrelodones,Torrelodones,29,17214,40.57466,-3.925302
883060,es,torremolinos,Torremolinos,51,49412,36.625085,-4.498327
883073,es,torre-pacheco,Torre-Pacheco,31,26932,37.742931,-0.953964
883121,es,torrevieja,Torrevieja,60,59528,37.978718,-0.682222
883129,es,torrijos,Torrijos,54,11284,39.981945,-4.283494
883141,es,torrox,Torrox,51,12610,36.759304,-3.952495
883161,es,tortosa,Tortosa,56,32836,40.812492,0.521602
883182,es,totana,Totana,31,27292,37.768801,-1.502288
883408,es,tudela,Tudela,32,31687,42.061308,-1.607164
883465,es,ubeda,Úbeda,51,33052,38.013284,-3.370496
883474,es,ubrique,Ubrique,51,17961,36.677775,-5.446004
883664,es,utiel,Utiel,60,12277,39.566667,-1.2
883667,es,utrera,Utrera,51,46361,37.185161,-5.78093
883865,es,valdemoro,Valdemoro,29,36688,40.189007,-3.675662
883885,es,valdepenas,Valdepeñas,54,26840,38.762112,-3.384829
883991,es,valencia,Valencia,60,769897,39.466667,-0.366667
884030,es,valladolid,Valladolid,55,315859,41.655181,-4.72372
884158,es,valls,Valls,56,22961,41.286117,1.249929
884234,es,valverde del camino,Valverde del Camino,51,12747,37.575112,-6.75432
884408,es,velez-malaga,Vélez-Málaga,51,63064,36.772621,-4.100447
884573,es,verin,Verín,58,12663,41.941548,-7.433918
884606,es,vicar,Vícar,51,18315,36.83181,-2.642391
884615,es,vic,Vic,56,35337,41.929335,2.255497
884659,es,vigo,Vigo,58,286585,42.232823,-8.722637
884680,es,viladecans,Viladecáns,56,61419,41.316881,2.016775
884738,es,vilanova del cami,Vilanova del Camí,56,11015,41.571646,1.637509
884850,es,villablino,Villablino,55,12250,42.939316,-6.319434
884879,es,villacarrillo,Villacarrillo,51,11063,38.115603,-3.084799
885003,es,villafranca de los barros,Villafranca de los Barros,57,12442,38.561445,-6.338095
885225,es,villamartin,Villamartín,51,12342,36.859787,-5.64485
885356,es,villanueva de cordoba,Villanueva de Córdoba,51,9880,38.322774,-4.628725
885389,es,villanueva de la serena,Villanueva de la Serena,57,24006,38.976552,-5.797398
885788,es,villarrobledo,Villarrobledo,54,23663,39.269922,-2.601185
885801,es,villarrubia de los ojos,Villarrubia de los Ojos,54,9933,39.220846,-3.608023
885971,es,villaviciosa de odon,Villaviciosa de Odón,29,24958,40.356923,-3.900107
885974,es,villaviciosa,Villaviciosa,34,13750,43.480936,-5.435249
886011,es,villena,Villena,60,38150,38.637303,-0.865682
886178,es,vitoria,Vitoria,59,224774,42.85,-2.666667
886243,es,yecla,Yecla,31,34118,38.613188,-1.111795
886307,es,zafra,Zafra,57,15199,38.416667,-6.416667
886343,es,zamora,Zamora,55,63160,41.50494,-5.745296
886361,es,zaragoza,Zaragoza,52,635509,41.64531,-0.884861
886368,es,zarautz,Zarautz,59,21303,43.283333,-2.166667
886485,es,zumarraga,Zumárraga,59,10284,43.092848,-2.313718
986521,gb,aberchirder,Aberchirder,T6,1159,57.55,-2.616667
986526,gb,aberdare,Aberdare,Y9,32756,51.715,-3.454167
986529,gb,aberdeen,Aberdeen,T5,183791,57.133333,-2.1
986535,gb,aberdour,Aberdour,V1,1742,56.05,-3.3
986545,gb,aberfeldy,Aberfeldy,W1,1937,56.616667,-3.85
986549,gb,aberfoyle,Aberfoyle,W6,577,56.183333,-4.383333
986562,gb,aberlady,Aberlady,U6,876,56,-2.85
986567,gb,aberlour,Aberlour,V6,828,57.466667,-3.233333
986571,gb,abernethy,Abernethy,W1,1010,56.333333,-3.333333
986581,gb,aberystwyth,Aberystwyth,X6,18392,52.416667,-4.066667
986582,gb,abingdon,Abingdon,K2,37192,51.666667,-1.283333
986590,gb,aboyne,Aboyne,T6,2236,57.083333,-2.833333
986595,gb,accrington,Accrington,H2,35318,53.766667,-2.35
986705,gb,airdrie,Airdrie,V8,35440,55.85,-3.983333
986712,gb,airth,Airth,U9,1414,56.066667,-3.766667
986744,gb,aldershot,Aldershot,F2,61339,51.25,-0.766667
986767,gb,alford,Alford,T6,2237,57.216667,-2.7
986768,gb,alfreton,Alfreton,D3,22550,53.1,-1.383333
986775,gb,allanton,Allanton,T9,1266,55.783333,-2.216667
986794,gb,alloa,Alloa,U1,18885,56.116667,-3.8
986807,gb,almondbank,Almondbank,W1,617,56.4,-3.55
986812,gb,alness,Alness,V3,4921,57.683333,-4.25
986852,gb,altrincham,Altrincham,O6,41548,53.383333,-2.35
986853,gb,alva,Alva,U1,5130,56.15,-3.8
986871,gb,alyth,Alyth,W1,2354,56.616667,-3.216667
986880,gb,amersham,Amersham,B9,21731,51.666667,-0.616667
986900,gb,andover,Andover,F2,39951,51.2,-1.483333
986921,gb,annan,Annan,U2,8231,54.983333,-3.266667
986923,gb,annbank,Annbank,W4,822,55.466667,-4.516667
986934,gb,anstruther,Anstruther,V1,3527,56.216667,-2.7
986945,gb,antrim,Antrim,Q6,25525,54.666667,-6.25
986973,gb,arbroath,Arbroath,T7,22291,56.55,-2.583333
986994,gb,ardersier,Ardersier,V3,930,57.566667,-4.033333
987025,gb,ardrishaig,Ardrishaig,T8,1261,56.016667,-5.45
987026,gb,ardrossan,Ardrossan,V7,10936,55.616667,-4.816667
987070,gb,armadale,Armadale,W9,9026,55.883333,-3.7
987090,gb,arnold,Arnold,J9,37873,53,-1.133333
987136,gb,ashford,Ashford,G5,62787,51.133333,0.883333
987143,gb,ashington,Ashington,J6,27546,55.163889,-1.586389
987172,gb,ashton-under-lyne,Ashton-under-Lyne,O1,43675,53.5,-2.1
987232,gb,atherton,Atherton,P7,20149,53.516667,-2.5
987255,gb,auchinleck,Auchinleck,U4,3282,55.466667,-4.3
987270,gb,auchterarder,Auchterarder,W1,4220,56.3,-3.7
987274,gb,auchtermuchty,Auchtermuchty,V1,2023,56.283333,-3.216667
987307,gb,aviemore,Aviemore,V3,2545,57.2,-3.833333
987309,gb,avoch,Avoch,V3,843,57.566667,-4.166667
987311,gb,avonbridge,Avonbridge,U9,560,55.933333,-3.75
987324,gb,aylesbury,Aylesbury,B9,74565,51.816667,-0.8
987335,gb,ayr,Ayr,W4,45514,55.45,-4.616667
987340,gb,ayton,Ayton,T9,548,55.85,-2.133333
987410,gb,balfron,Balfron,W6,1605,56.066667,-4.333333
987413,gb,balintore,Balintore,V3,1045,57.75,-3.9
987418,gb,ballachulish,Ballachulish,V3,633,56.666667,-5.116667
987425,gb,ballater,Ballater,T6,1466,57.05,-3.05
987440,gb,ballingry,Ballingry,V1,5758,56.15,-3.333333
987444,gb,balloch,Balloch,W7,1743,56,-4.583333
987484,gb,ballymena,Ballymena,Q9,30997,54.833333,-6.25
987510,gb,balmedie,Balmedie,T6,1814,57.25,-2.05
987515,gb,balmullo,Balmullo,V1,1085,56.366667,-2.916667
987538,gb,banbury,Banbury,K2,46075,52.05,-1.333333
987540,gb,banchory,Banchory,T6,5978,57.05,-2.516667
987544,gb,banff,Banff,T6,3914,57.666667,-2.533333
987549,gb,bangor,Bangor,T2,62568,54.65,-5.7
987556,gb,bankfoot,Bankfoot,W1,1178,56.5,-3.5
987640,gb,barnsley,Barnsley,A3,71448,53.55,-1.483333
987642,gb,barnstaple,Barnstaple,D4,32532,51.083333,-4.05
987679,gb,barry,Barry,Z3,51681,51.406667,-3.269444
987713,gb,basildon,Basildon,E4,101363,51.566667,0.466667
987716,gb,basingstoke,Basingstoke,F2,96349,51.266667,-1.083333
987729,gb,bath,Bath,A4,93238,51.379444,-2.365556
987732,gb,bathgate,Bathgate,W9,15337,55.9,-3.633333
987733,gb,batley,Batley,G8,50807,53.7,-1.616667
987775,gb,bearsden,Bearsden,U5,27839,55.916667,-4.35
987780,gb,beauly,Beauly,V3,1169,57.466667,-4.466667
987785,gb,bebington,Bebington,Q1,56803,53.35,-3.016667
987809,gb,bedford,Bedford,Z5,86659,52.133333,-0.45
987822,gb,bedworth,Bedworth,P3,29981,52.466667,-1.466667
987846,gb,beith,Beith,V7,6288,55.733333,-4.633333
987855,gb,belfast,Belfast,R3,585994,54.583333,-5.933333
987879,gb,bellshill,Bellshill,V8,20201,55.816667,-4.016667
987905,gb,benfleet,Benfleet,E4,48824,51.533333,0.55
987921,gb,bentley,Bentley,D5,34821,53.533333,-1.15
987999,gb,beverley,Beverley,E1,31968,53.833333,-0.416667
988007,gb,bexhill,Bexhill,E2,40478,50.85,0.483333
988012,gb,bicester,Bicester,K2,35902,51.9,-1.15
988035,gb,bideford,Bideford,D4,16624,51.016667,-4.216667
988045,gb,biggar,Biggar,W5,2120,55.616667,-3.516667
988054,gb,billericay,Billericay,E4,34467,51.616667,0.416667
988062,gb,billingham,Billingham,N3,35709,54.6,-1.3
988104,gb,birkenhead,Birkenhead,Q1,81806,53.4,-3.033333
988110,gb,birmingham,Birmingham,A7,984336,52.466667,-1.916667
988123,gb,bishop auckland,Bishop Auckland,D8,25665,54.65,-1.666667
988124,gb,bishopbriggs,Bishopbriggs,U5,22668,55.9,-4.233333
988161,gb,bishopton,Bishopton,W2,5029,55.9,-4.5
988177,gb,blackburn,Blackburn,A8,106154,53.75,-2.483333
988179,gb,blackburn,Blackburn,T6,1136,57.2,-2.3
988180,gb,blackburn,Blackburn,W9,4631,55.866667,-3.633333
988185,gb,blackford,Blackford,W1,541,56.25,-3.766667
988193,gb,blackpool,Blackpool,A9,143101,53.816667,-3.05
988210,gb,blackwood,Blackwood,W5,1901,55.666667,-3.916667
988232,gb,blairgowrie,Blairgowrie,W1,8081,56.583333,-3.333333
988233,gb,blairhall,Blairhall,V1,651,56.066667,-3.6
988245,gb,blantyre,Blantyre,W5,16739,55.766667,-4.1
988261,gb,bletchley,Bletchley,I6,50193,51.983333,-0.733333
988292,gb,blyth,Blyth,J6,36356,55.120556,-1.514167
988302,gb,boat of garten,Boat of Garten,V3,517,57.333333,-3.733333
988310,gb,boddam,Boddam,T6,1327,57.466667,-1.783333
988323,gb,bodmin,Bodmin,C6,13063,50.466389,-4.725556
988331,gb,bognor regis,Bognor Regis,P6,65391,50.783333,-0.65
988347,gb,bolton,Bolton,B1,141331,53.583333,-2.433333
988368,gb,bonnybridge,Bonnybridge,U9,7123,56,-3.883333
988379,gb,bootle,Bootle,L8,57791,53.466667,-3.016667
988387,gb,borehamwood,Borehamwood,F8,32176,51.65,-0.266667
988469,gb,boston,Boston,H7,35859,52.983333,-0.016667
988498,gb,bourne,Bourne,H7,12060,52.766667,-0.383333
988501,gb,bournemouth,Bournemouth,B2,175017,50.716667,-1.883333
988539,gb,bowmore,Bowmore,T8,852,55.75,-6.283333
988569,gb,bracknell,Bracknell,B3,76103,51.416667,-0.75
988571,gb,braco,Braco,W1,455,56.25,-3.883333
988583,gb,bradford,Bradford,B4,299310,53.783333,-1.75
988607,gb,brae,Brae,W3,622,60.383333,-1.35
988618,gb,braintree,Braintree,E4,46765,51.883333,0.566667
988708,gb,brechin,Brechin,T7,6977,56.733333,-2.65
988734,gb,brentwood,Brentwood,E4,47606,51.616667,0.316667
988758,gb,bridgend,Bridgend,X3,41352,51.505833,-3.577222
988767,gb,bridge of earn,Bridge of Earn,W1,2231,56.333333,-3.4
988776,gb,bridge of weir,Bridge of Weir,W2,4418,55.85,-4.583333
988782,gb,bridgwater,Bridgwater,M3,38021,51.129722,-3.000556
988783,gb,bridlington,Bridlington,E1,35057,54.095,-0.208056
988788,gb,brigg,Brigg,J3,5988,53.55,-0.483333
988791,gb,brighouse,Brighouse,C2,32873,53.7,-1.783333
988795,gb,brighton,Brighton,B6,139001,50.833333,-0.15
988821,gb,bristol,Bristol,B7,430714,51.45,-2.583333
988837,gb,broadford,Broadford,V3,522,57.233333,-5.916667
988849,gb,broadstairs,Broadstairs,G5,23283,51.366667,1.45
988881,gb,brodick,Brodick,V7,655,55.583333,-5.166667
988929,gb,brora,Brora,V3,1095,58.016667,-3.866667
988964,gb,broxburn,Broxburn,W9,13288,55.933333,-3.466667
988996,gb,brynmawr,Brynmawr,X2,14924,51.8,-3.183333
989007,gb,buchlyvie,Buchlyvie,W6,448,56.116667,-4.3
989013,gb,buckhaven,Buckhaven,V1,16063,56.166667,-3.033333
989016,gb,buckie,Buckie,V6,7860,57.666667,-2.966667
989081,gb,burgess hill,Burgess Hill,P6,31183,50.966667,-0.133333
989088,gb,burghead,Burghead,V6,1684,57.7,-3.483333
989121,gb,burnley,Burnley,H2,73480,53.8,-2.233333
989126,gb,burntwood,Burntwood,N1,29766,52.683333,-1.9
989180,gb,bury,Bury,C1,61045,53.6,-2.3
989183,gb,bury saint edmunds,Bury Saint Edmunds,I9,38622,52.25,0.716667
989214,gb,buxton,Buxton,D3,21300,53.25,-1.916667
989260,gb,caernarfon,Caernarfon,Y2,9836,53.15,-4.266667
989273,gb,cairneyhill,Cairneyhill,V1,2660,56.05,-3.533333
989292,gb,caldercruix,Caldercruix,V8,1980,55.883333,-3.883333
989302,gb,callander,Callander,W6,2782,56.25,-4.233333
989333,gb,cambridge,Cambridge,C3,128489,52.2,0.116667
989353,gb,campbeltown,Campbeltown,T8,4939,55.433333,-5.633333
989368,gb,cannock,Cannock,N1,68067,52.683333,-2.016667
989372,gb,canterbury,Canterbury,G5,46978,51.266667,1.083333
989412,gb,cardenden,Cardenden,V1,4913,56.133333,-3.25
989414,gb,cardiff,Cardiff,X5,302142,51.5,-3.2
989424,gb,cardross,Cardross,T8,1897,55.966667,-4.633333
989446,gb,carlisle,Carlisle,C9,72633,54.883333,-2.933333
989454,gb,carlton,Carlton,J9,49687,52.95,-1.083333
989462,gb,carluke,Carluke,W5,13465,55.716667,-3.833333
989463,gb,carmarthen,Carmarthen,X7,15244,51.859167,-4.311667
989468,gb,carmunnock,Carmunnock,U7,1080,55.783333,-4.266667
989494,gb,carnoustie,Carnoustie,T7,10500,56.5,-2.716667
989496,gb,carnwath,Carnwath,W5,1471,55.683333,-3.633333
989500,gb,carradale,Carradale,T8,497,55.583333,-5.483333
989504,gb,carrickfergus,Carrickfergus,R4,33080,54.716667,-5.733333
989527,gb,carstairs,Carstairs,W5,691,55.7,-3.7
989561,gb,castle douglas,Castle Douglas,U2,3631,54.933333,-3.95
989564,gb,castleford,Castleford,O7,37713,53.716667,-1.35
989586,gb,castletown,Castletown,V3,772,58.583333,-3.383333
989605,gb,catrine,Catrine,U4,1974,55.483333,-4.316667
989656,gb,ceres,Ceres,V1,1023,56.283333,-2.966667
989700,gb,chapelton,Chapelton,W5,760,55.716667,-4.083333
989701,gb,chapeltown,Chapeltown,L9,22785,53.466667,-1.466667
989740,gb,chatham,Chatham,I3,75510,51.383333,0.516667
989773,gb,chelmsford,Chelmsford,E4,102671,51.733333,0.483333
989778,gb,cheltenham,Cheltenham,E6,103249,51.9,-2.083333
989804,gb,chesham,Chesham,B9,20649,51.7,-0.6
989807,gb,cheshunt,Cheshunt,F7,57374,51.7,-0.033333
989813,gb,chester,Chester,Z8,81313,53.2,-2.916667
989814,gb,chesterfield,Chesterfield,D3,70680,53.25,-1.416667
989816,gb,chester-le-street,Chester-le-Street,D8,36917,54.85,-1.566667
989841,gb,chichester,Chichester,P6,28222,50.833333,-0.783333
989885,gb,chippenham,Chippenham,P8,36890,51.46,-2.124722
989892,gb,chipping sodbury,Chipping Sodbury,M6,36108,51.533333,-2.383333
989899,gb,chirnside,Chirnside,T9,1176,55.8,-2.2
989923,gb,chorley,Chorley,H2,33888,53.65,-2.616667
989928,gb,christchurch,Christchurch,D6,42397,50.733333,-1.766667
989935,gb,chryston,Chryston,V8,2495,55.9,-4.1
990026,gb,clackmannan,Clackmannan,U1,3432,56.1,-3.75
990030,gb,clacton-on-sea,Clacton-on-Sea,E4,54674,51.783333,1.166667
990097,gb,cleethorpes,Cleethorpes,J2,32017,53.55,-0.033333
990099,gb,cleland,Cleland,V8,2733,55.8,-3.9
990105,gb,clevedon,Clevedon,J4,22414,51.435278,-2.8525
990184,gb,clydebank,Clydebank,W7,29867,55.9,-4.4
990201,gb,coalburn,Coalburn,W5,1267,55.583333,-3.9
990207,gb,coalville,Coalville,H5,33288,52.716667,-1.366667
990209,gb,coatbridge,Coatbridge,V8,39752,55.866667,-4.033333
990220,gb,cockenzie,Cockenzie,U6,5962,55.95,-2.95
990263,gb,colchester,Colchester,E4,109415,51.883333,0.9
990270,gb,coldingham,Coldingham,T9,631,55.883333,-2.166667
990276,gb,coldstream,Coldstream,T9,1823,55.65,-2.25
990286,gb,coleraine,Coleraine,R6,24509,55.083333,-6.666667
990339,gb,colwyn bay,Colwyn Bay,X8,30829,53.3,-3.75
990372,gb,comrie,Comrie,W1,2033,56.366667,-4
990378,gb,congleton,Congleton,Z7,26030,53.15,-2.2
990397,gb,consett,Consett,D8,21016,54.85,-1.833333
990437,gb,corby,Corby,J9,50029,52.483333,-0.666667
990602,gb,coupar angus,Coupar Angus,W1,2160,56.55,-3.266667
990616,gb,coventry,Coventry,C7,308314,52.416667,-1.55
990624,gb,cowdenbeath,Cowdenbeath,V1,11350,56.116667,-3.35
990630,gb,cowie,Cowie,W6,2506,56.066667,-3.866667
990645,gb,coylton,Coylton,W4,2607,55.433333,-4.483333
990680,gb,cramlington,Cramlington,J6,29985,55.066667,-1.583333
990714,gb,crawley,Crawley,P6,107061,51.116667,-0.183333
990733,gb,creetown,Creetown,U2,677,54.9,-4.383333
990754,gb,crewe,Crewe,Z7,70456,53.1,-2.433333
990770,gb,crieff,Crieff,W1,6685,56.366667,-3.833333
990775,gb,crimond,Crimond,T6,758,57.6,-1.9
990802,gb,cromarty,Cromarty,V3,712,57.666667,-4.033333
990828,gb,crosby,Crosby,L8,52140,53.477778,-3.033333
990840,gb,crossford,Crossford,V1,2448,56.05,-3.5
990841,gb,crossford,Crossford,W5,702,55.7,-3.866667
990846,gb,crossgates,Crossgates,V1,2200,56.066667,-3.383333
990849,gb,crosshill,Crosshill,W4,495,55.316667,-4.633333
990850,gb,crosshouse,Crosshouse,U4,2418,55.633333,-4.55
990879,gb,crowthorne,Crowthorne,B3,25522,51.366667,-0.816667
990891,gb,croy,Croy,V3,641,57.516667,-4.033333
990895,gb,cruden bay,Cruden Bay,T6,1620,57.416667,-1.833333
990937,gb,cullen,Cullen,V6,1283,57.683333,-2.816667
990962,gb,cumbernauld,Cumbernauld,V8,49393,55.95,-3.983333
990965,gb,cuminestown,Cuminestown,T6,492,57.533333,-2.333333
990970,gb,cumnock,Cumnock,U4,9189,55.45,-4.266667
990977,gb,cupar,Cupar,V1,8822,56.316667,-3.016667
991007,gb,cwmbran,Cwmbran,Y4,48157,51.653056,-3.026667
991050,gb,dailly,Dailly,W4,866,55.266667,-4.716667
991051,gb,dalbeattie,Dalbeattie,U2,4205,54.933333,-3.833333
991068,gb,dalkeith,Dalkeith,V5,11502,55.866667,-3.066667
991087,gb,dalry,Dalry,V7,5234,55.683333,-4.716667
991088,gb,dalrymple,Dalrymple,W4,1264,55.383333,-4.583333
991121,gb,darlington,Darlington,D1,87205,54.533333,-1.566667
991130,gb,dartford,Dartford,G5,56694,51.45,0.216667
991133,gb,darvel,Darvel,U4,3225,55.583333,-4.283333
991134,gb,darwen,Darwen,A8,32566,53.7,-2.466667
991145,gb,dawlish,Dawlish,D4,10676,50.583333,-3.466667
991191,gb,denholm,Denholm,T9,609,55.45,-2.683333
991210,gb,denton,Denton,O1,27464,53.45,-2.116667
991215,gb,derby,Derby,D2,235029,52.933333,-1.5
991251,gb,dewsbury,Dewsbury,G8,56641,53.7,-1.616667
991289,gb,dingwall,Dingwall,V3,4687,57.6,-4.45
991302,gb,dirleton,Dirleton,U6,496,56.033333,-2.766667
991357,gb,dollar,Dollar,U1,2845,56.15,-3.666667
991367,gb,doncaster,Doncaster,D5,67671,53.533333,-1.116667
991381,gb,dorchester,Dorchester,D6,16879,50.716667,-2.433333
991390,gb,dornoch,Dornoch,V3,1261,57.866667,-4.033333
991402,gb,douglas,Douglas,W5,1685,55.55,-3.85
991405,gb,doune,Doune,W6,1616,56.2,-4.083333
991463,gb,droitwich,Droitwich,Q4,23589,52.266667,-2.15
991469,gb,dronfield,Dronfield,D3,20942,53.3,-1.466667
991473,gb,droylsden,Droylsden,O1,23689,53.483333,-2.15
991501,gb,drumnadrochit,Drumnadrochit,V3,881,57.333333,-4.483333
991513,gb,drymen,Drymen,W6,623,56.066667,-4.433333
991525,gb,dudley,Dudley,D7,199060,52.5,-2.083333
991532,gb,dufftown,Dufftown,V6,1384,57.433333,-3.133333
991549,gb,dumbarton,Dumbarton,W7,19878,55.95,-4.566667
991554,gb,dumfries,Dumfries,U2,30656,55.066667,-3.55
991564,gb,dunbar,Dunbar,U6,6414,56,-2.516667
991566,gb,dunblane,Dunblane,W6,8056,56.2,-3.966667
991571,gb,dundee,Dundee,U3,151593,56.5,-2.966667
991573,gb,dundonald,Dundonald,W4,2399,55.566667,-4.583333
991583,gb,dunfermline,Dunfermline,V1,38961,56.083333,-3.466667
991602,gb,dunlop,Dunlop,U4,844,55.7,-4.533333
991615,gb,dunning,Dunning,W1,955,56.3,-3.583333
991620,gb,dunoon,Dunoon,T8,7981,55.95,-4.95
991625,gb,duns,Duns,T9,2630,55.766667,-2.35
991629,gb,dunstable,Dunstable,Z6,51974,51.883333,-0.516667
991645,gb,durham,Durham,D8,45696,54.766667,-1.566667
991676,gb,eaglesfield,Eaglesfield,U2,601,55.05,-3.2
991677,gb,eaglesham,Eaglesham,U7,3077,55.733333,-4.266667
